ID_Pedido,Data_Pedido,ID_Cliente,Segmento,Pais,Cidade,Estado,ID_Produto,Categoria,SubCategoria,Valor_Venda
CA-2018-108560,08/07/2018,JC-15385,Consumidor,Brasil,Santa Mônica,Paraná,OFF-BI-10001107,Papelaria,Binders,23.168
CA-2018-108560,08/07/2018,JC-15385,Consumidor,Brasil,Campo Erê,Santa Catarina,TEC-AC-10003063,Aparelhos,Accessories,50.0
CA-2016-157084,19/12/2016,JG-15160,Consumidor,Brasil,Santa Luz,Piauí,TEC-PH-10002922,Aparelhos,Phones,675.96
CA-2016-157084,19/12/2016,JG-15160,Consumidor,Brasil,Pastos Bons,Maranhão,TEC-AC-10002049,Aparelhos,Accessories,1265.85
CA-2016-164539,16/11/2016,PO-19180,Home Office,Brasil,Muaná,Pará,OFF-AP-10002457,Papelaria,Appliances,523.25
CA-2016-143119,24/09/2016,MC-17275,Consumidor,Brasil,Itá,Santa Catarina,FUR-CH-10001270,Decoração,Chairs,517.5
CA-2018-101049,21/06/2018,AS-10240,Consumidor,Brasil,Onda Verde,São Paulo,FUR-FU-10004415,Decoração,Furnishings,17.92
CA-2018-101049,21/06/2018,AS-10240,Consumidor,Brasil,Acreúna,Goiás,OFF-BI-10001510,Papelaria,Binders,41.256
CA-2017-106530,08/05/2017,CL-12565,Consumidor,Brasil,São João da Boa Vista,São Paulo,OFF-ST-10002011,Papelaria,Storage,1006.056
CA-2017-106530,08/05/2017,CL-12565,Consumidor,Brasil,Pontal,São Paulo,OFF-PA-10002986,Papelaria,Paper,10.688
CA-2017-106530,08/05/2017,CL-12565,Consumidor,Brasil,Faro,Pará,OFF-PA-10004451,Papelaria,Paper,10.368
CA-2017-106530,08/05/2017,CL-12565,Consumidor,Brasil,Canhotinho,Pernambuco,OFF-ST-10000649,Papelaria,Storage,25.12
CA-2017-106530,08/05/2017,CL-12565,Consumidor,Brasil,Aquidabã,Sergipe,TEC-AC-10001465,Aparelhos,Accessories,58.112
CA-2015-168984,26/11/2015,NW-18400,Consumidor,Brasil,Jaguariaíva,Paraná,OFF-PA-10001166,Papelaria,Paper,15.552
CA-2015-168984,26/11/2015,NW-18400,Consumidor,Brasil,Cajati,São Paulo,OFF-ST-10001097,Papelaria,Storage,669.08
CA-2015-168984,26/11/2015,NW-18400,Consumidor,Brasil,Estiva,Minas Gerais,TEC-PH-10000038,Aparelhos,Phones,438.336
CA-2017-157266,26/05/2017,TB-21280,Consumidor,Brasil,Panambi,Rio Grande do Sul,OFF-PA-10002689,Papelaria,Paper,19.44
CA-2017-157266,26/05/2017,TB-21280,Consumidor,Brasil,Antônio Almeida,Piauí,OFF-BI-10004728,Papelaria,Binders,9.64
CA-2017-157266,26/05/2017,TB-21280,Consumidor,Brasil,Mirandiba,Pernambuco,OFF-PA-10004675,Papelaria,Paper,12.7
CA-2017-157266,26/05/2017,TB-21280,Consumidor,Brasil,Dezesseis de Novembro,Rio Grande do Sul,FUR-FU-10000629,Decoração,Furnishings,41.37
US-2015-134712,29/11/2015,BS-11380,Corporate,Brasil,Abdon Batista,Santa Catarina,OFF-FA-10003112,Papelaria,Fasteners,12.624
CA-2016-111829,19/03/2016,FH-14365,Corporate,Brasil,Cachoeirinha,Pernambuco,OFF-ST-10000142,Papelaria,Storage,1247.64
CA-2016-111829,19/03/2016,FH-14365,Corporate,Brasil,São José,Santa Catarina,TEC-CO-10001766,Aparelhos,Copiers,3149.93
CA-2016-111829,19/03/2016,FH-14365,Corporate,Brasil,Coronel José Dias,Piauí,OFF-PA-10004359,Papelaria,Paper,209.7
CA-2016-105221,01/11/2016,VM-21685,Home Office,Brasil,Senador Rui Palmeira,Alagoas,TEC-AC-10002323,Aparelhos,Accessories,35.36
CA-2016-105221,01/11/2016,VM-21685,Home Office,Brasil,Hidrolândia,Ceará,OFF-FA-10001135,Papelaria,Fasteners,3.168
CA-2016-120341,26/09/2016,SF-20200,Consumidor,Brasil,Jacuizinho,Rio Grande do Sul,OFF-BI-10004224,Papelaria,Binders,121.104
CA-2016-120341,26/09/2016,SF-20200,Consumidor,Brasil,Boracéia,São Paulo,TEC-PH-10003357,Aparelhos,Phones,45.894
CA-2015-135699,29/08/2015,HH-15010,Corporate,Brasil,Matinha,Maranhão,OFF-PA-10004475,Papelaria,Paper,109.92
CA-2015-135699,29/08/2015,HH-15010,Corporate,Brasil,Barretos,São Paulo,OFF-PA-10003001,Papelaria,Paper,13.36
US-2018-132444,18/11/2018,CD-12280,Consumidor,Brasil,Inhambupe,Bahia,OFF-ST-10003442,Papelaria,Storage,169.68
US-2018-132444,18/11/2018,CD-12280,Consumidor,Brasil,Pilar,Paraíba,TEC-AC-10003832,Aparelhos,Accessories,132.52
US-2018-132444,18/11/2018,CD-12280,Consumidor,Brasil,Fátima,Bahia,OFF-FA-10000611,Papelaria,Fasteners,2.96
US-2018-132444,18/11/2018,CD-12280,Consumidor,Brasil,Camaragibe,Pernambuco,OFF-BI-10001116,Papelaria,Binders,8.448
US-2018-132444,18/11/2018,CD-12280,Consumidor,Brasil,Pinhais,Paraná,OFF-ST-10000563,Papelaria,Storage,95.94
CA-2015-127159,12/05/2015,HL-15040,Consumidor,Brasil,General Carneiro,Mato Grosso,FUR-FU-10000010,Decoração,Furnishings,34.79
CA-2018-161809,20/01/2018,TH-21100,Consumidor,Brasil,Santa Cruz dos Milagres,Piauí,TEC-PH-10004922,Aparelhos,Phones,160.776
CA-2018-127285,30/10/2018,MM-18055,Consumidor,Brasil,Jussara,Goiás,OFF-BI-10004330,Papelaria,Binders,88.752
CA-2018-127285,30/10/2018,MM-18055,Consumidor,Brasil,Abadia dos Dourados,Minas Gerais,OFF-BI-10002072,Papelaria,Binders,13.904
CA-2018-144526,30/04/2018,QJ-19255,Corporate,Brasil,Novo Progresso,Pará,TEC-PH-10002549,Aparelhos,Phones,677.58
CA-2018-144526,30/04/2018,QJ-19255,Corporate,Brasil,Ijuí,Rio Grande do Sul,OFF-BI-10002353,Papelaria,Binders,13.896
CA-2017-128531,24/11/2017,NS-18505,Consumidor,Brasil,Monções,São Paulo,OFF-ST-10001325,Papelaria,Storage,41.92
CA-2017-128531,24/11/2017,NS-18505,Consumidor,Brasil,Campo Bonito,Paraná,TEC-AC-10002049,Aparelhos,Accessories,297.576
CA-2017-128531,24/11/2017,NS-18505,Consumidor,Brasil,Malhada,Bahia,OFF-FA-10002676,Papelaria,Fasteners,4.344
CA-2017-128531,24/11/2017,NS-18505,Consumidor,Brasil,Águas Mornas,Santa Catarina,TEC-AC-10003023,Aparelhos,Accessories,94.992
CA-2017-128531,24/11/2017,NS-18505,Consumidor,Brasil,Santa Bárbara do Sul,Rio Grande do Sul,OFF-PA-10000167,Papelaria,Paper,74.352
CA-2017-128531,24/11/2017,NS-18505,Consumidor,Brasil,Jaru,Rondônia,OFF-AR-10003405,Papelaria,Art,14.04
US-2016-157154,10/01/2016,MM-17920,Consumidor,Brasil,Inácio Martins,Paraná,FUR-TA-10001889,Decoração,Tables,1018.104
CA-2018-159457,19/10/2018,RD-19480,Consumidor,Brasil,Pai Pedro,Minas Gerais,TEC-PH-10002185,Aparelhos,Phones,16.68
CA-2017-107615,22/03/2017,RB-19645,Corporate,Brasil,Bom Sucesso,Minas Gerais,TEC-AC-10001013,Aparelhos,Accessories,58.58
CA-2018-111647,03/07/2018,RD-19585,Consumidor,Brasil,Manga,Minas Gerais,TEC-PH-10002726,Aparelhos,Phones,167.968
CA-2016-150560,11/12/2016,SW-20455,Consumidor,Brasil,Vitória do Jari,Amapá,OFF-LA-10003930,Papelaria,Labels,196.62
CA-2016-143077,17/09/2016,SF-20965,Corporate,Brasil,Porto Firme,Minas Gerais,FUR-FU-10003535,Decoração,Furnishings,21.936
CA-2016-143077,17/09/2016,SF-20965,Corporate,Brasil,São Félix de Balsas,Maranhão,OFF-BI-10000088,Papelaria,Binders,6.588
CA-2017-122728,18/05/2017,EB-13930,Consumidor,Brasil,Santa Cruz do Sul,Rio Grande do Sul,OFF-ST-10000604,Papelaria,Storage,104.28
CA-2017-122728,18/05/2017,EB-13930,Consumidor,Brasil,São Pedro da Água Branca,Maranhão,OFF-PA-10004040,Papelaria,Paper,17.94
CA-2015-122882,07/09/2015,SB-20290,Corporate,Brasil,Capão Alto,Santa Catarina,OFF-ST-10002344,Papelaria,Storage,64.784
CA-2015-122882,07/09/2015,SB-20290,Corporate,Brasil,Iracemápolis,São Paulo,TEC-PH-10003589,Aparelhos,Phones,32.382
CA-2015-122882,07/09/2015,SB-20290,Corporate,Brasil,Rubiataba,Goiás,FUR-FU-10000758,Decoração,Furnishings,42.368
CA-2015-122882,07/09/2015,SB-20290,Corporate,Brasil,Jaguaribara,Ceará,TEC-MA-10004679,Aparelhos,Machines,399.54
US-2017-101497,29/09/2017,PS-18760,Consumidor,Brasil,Itapeva,São Paulo,OFF-PA-10000176,Papelaria,Paper,18.97
CA-2017-147585,07/11/2017,CB-12535,Corporate,Brasil,Ponte Serrada,Santa Catarina,FUR-FU-10002597,Decoração,Furnishings,14.82
CA-2018-149489,24/04/2018,DK-12835,Corporate,Brasil,Alfredo Marcondes,São Paulo,OFF-AP-10002495,Papelaria,Appliances,99.28
CA-2018-149489,24/04/2018,DK-12835,Corporate,Brasil,Icaraíma,Paraná,OFF-BI-10002813,Papelaria,Binders,1.188
CA-2018-149489,24/04/2018,DK-12835,Corporate,Brasil,Heliópolis,Bahia,OFF-BI-10002414,Papelaria,Binders,7.518
CA-2018-143798,10/12/2018,AW-10840,Consumidor,Brasil,Barão de Monte Alto,Minas Gerais,OFF-PA-10000788,Papelaria,Paper,10.368
CA-2018-143798,10/12/2018,AW-10840,Consumidor,Brasil,Erval Velho,Santa Catarina,FUR-FU-10004306,Decoração,Furnishings,310.88
CA-2015-142839,16/08/2015,TS-21610,Consumidor,Brasil,Jussiape,Bahia,FUR-TA-10001539,Decoração,Tables,853.092
CA-2018-129833,09/12/2018,HF-14995,Consumidor,Brasil,Ibipeba,Bahia,OFF-PA-10000575,Papelaria,Paper,33.45
CA-2018-129833,09/12/2018,HF-14995,Consumidor,Brasil,Boa Esperança,Paraná,OFF-BI-10004182,Papelaria,Binders,10.4
US-2017-154361,14/03/2017,HZ-14950,Consumidor,Brasil,Jatobá,Pernambuco,FUR-FU-10004020,Decoração,Furnishings,21.88
US-2017-158708,26/06/2017,AB-10255,Home Office,Brasil,Itapiratins,Tocantins,TEC-AC-10003133,Aparelhos,Accessories,13.616
CA-2016-156335,25/09/2016,PO-19195,Home Office,Brasil,Rio Bonito,Rio de Janeiro,TEC-AC-10002006,Aparelhos,Accessories,63.96
CA-2016-156335,25/09/2016,PO-19195,Home Office,Brasil,Água Fria,Bahia,OFF-BI-10003314,Papelaria,Binders,14.46
CA-2016-156335,25/09/2016,PO-19195,Home Office,Brasil,Planalto Alegre,Santa Catarina,TEC-PH-10002726,Aparelhos,Phones,104.98
CA-2016-148376,27/12/2016,AG-10900,Consumidor,Brasil,Salgado Filho,Paraná,OFF-AP-10000240,Papelaria,Appliances,106.96
CA-2016-148376,27/12/2016,AG-10900,Consumidor,Brasil,Tunas,Rio Grande do Sul,OFF-LA-10002381,Papelaria,Labels,21.56
CA-2015-135657,03/06/2015,SC-20725,Consumidor,Brasil,Materlândia,Minas Gerais,FUR-TA-10004086,Decoração,Tables,515.88
CA-2016-114069,13/07/2016,ND-18370,Consumidor,Brasil,Lajeado,Rio Grande do Sul,OFF-BI-10000320,Papelaria,Binders,11.808
CA-2016-114069,13/07/2016,ND-18370,Consumidor,Brasil,São Gonçalo,Rio de Janeiro,FUR-CH-10000595,Decoração,Chairs,1931.04
CA-2016-114069,13/07/2016,ND-18370,Consumidor,Brasil,Promissão,São Paulo,OFF-PA-10000349,Papelaria,Paper,9.96
CA-2015-139857,02/02/2015,CD-12790,Home Office,Brasil,Silvanópolis,Tocantins,OFF-FA-10001843,Papelaria,Fasteners,12.35
CA-2017-106306,08/03/2017,PG-18820,Consumidor,Brasil,Santo Antônio do Caiuá,Paraná,OFF-BI-10003676,Papelaria,Binders,9.702
CA-2016-100545,22/11/2016,IM-15070,Consumidor,Brasil,Bela Cruz,Ceará,OFF-BI-10003638,Papelaria,Binders,11.61
CA-2018-123491,30/10/2018,JK-15205,Consumidor,Brasil,Campo Alegre,Alagoas,OFF-LA-10003077,Papelaria,Labels,43.86
CA-2018-123491,30/10/2018,JK-15205,Consumidor,Brasil,Rio do Fogo,Rio Grande do Norte,TEC-PH-10003505,Aparelhos,Phones,148.48
CA-2018-123491,30/10/2018,JK-15205,Consumidor,Brasil,Maruim,Sergipe,OFF-PA-10003424,Papelaria,Paper,7.42
CA-2018-123491,30/10/2018,JK-15205,Consumidor,Brasil,Salto do Céu,Mato Grosso,FUR-CH-10003061,Decoração,Chairs,71.992
CA-2018-123491,30/10/2018,JK-15205,Consumidor,Brasil,Araripe,Ceará,OFF-AR-10003514,Papelaria,Art,19.9
CA-2018-123491,30/10/2018,JK-15205,Consumidor,Brasil,Glória D'Oeste,Mato Grosso,OFF-AP-10002684,Papelaria,Appliances,1702.12
CA-2016-145401,30/01/2016,JP-15520,Consumidor,Brasil,Coração de Maria,Bahia,OFF-PA-10004405,Papelaria,Paper,14.304
US-2018-124968,08/09/2018,MM-18055,Consumidor,Brasil,Conde,Paraíba,FUR-TA-10004289,Decoração,Tables,765.625
CA-2018-104003,07/10/2018,DC-13285,Consumidor,Brasil,Lajedo do Tabocal,Bahia,FUR-BO-10003965,Decoração,Bookcases,307.666
CA-2017-154788,30/04/2017,JL-15835,Consumidor,Brasil,São José da Boa Vista,Paraná,OFF-BI-10003314,Papelaria,Binders,7.712
CA-2017-169943,19/05/2017,BN-11515,Consumidor,Brasil,Arauá,Sergipe,OFF-AP-10001563,Papelaria,Appliances,242.9
CA-2017-169943,19/05/2017,BN-11515,Consumidor,Brasil,Campo Grande,Alagoas,OFF-ST-10004123,Papelaria,Storage,454.9
CA-2017-169943,19/05/2017,BN-11515,Consumidor,Brasil,Icaraí de Minas,Minas Gerais,FUR-FU-10002088,Decoração,Furnishings,35.92
CA-2017-169943,19/05/2017,BN-11515,Consumidor,Brasil,Gracho Cardoso,Sergipe,FUR-FU-10000010,Decoração,Furnishings,39.76
CA-2017-169943,19/05/2017,BN-11515,Consumidor,Brasil,Tanhaçu,Bahia,OFF-BI-10002824,Papelaria,Binders,47.744
US-2016-123218,20/12/2016,KD-16345,Consumidor,Brasil,Engenheiro Paulo de Frontin,Rio de Janeiro,TEC-PH-10001061,Aparelhos,Phones,159.984
US-2016-123218,20/12/2016,KD-16345,Consumidor,Brasil,Gararu,Sergipe,TEC-AC-10000736,Aparelhos,Accessories,255.968
US-2016-123218,20/12/2016,KD-16345,Consumidor,Brasil,Porto do Mangue,Rio Grande do Norte,FUR-BO-10003966,Decoração,Bookcases,359.058
CA-2016-127453,19/12/2016,JK-15370,Consumidor,Brasil,Santa Rita do Tocantins,Tocantins,OFF-AP-10000828,Papelaria,Appliances,434.352
CA-2016-127453,19/12/2016,JK-15370,Consumidor,Brasil,Santa Cruz da Esperança,São Paulo,OFF-AP-10002906,Papelaria,Appliances,3.552
CA-2016-127453,19/12/2016,JK-15370,Consumidor,Brasil,São Gabriel da Palha,Espírito Santo,OFF-AP-10003860,Papelaria,Appliances,88.832
US-2018-164056,29/04/2018,FM-14215,Corporate,Brasil,São João do Oeste,Santa Catarina,FUR-TA-10001307,Decoração,Tables,1048.35
CA-2017-106894,07/02/2017,CA-12265,Consumidor,Brasil,Campos Gerais,Minas Gerais,TEC-AC-10003063,Aparelhos,Accessories,100.0
CA-2017-106894,07/02/2017,CA-12265,Consumidor,Brasil,Sossêgo,Paraíba,OFF-LA-10001045,Papelaria,Labels,7.83
CA-2015-125136,28/09/2015,KD-16495,Corporate,Brasil,Hidrolina,Goiás,OFF-PA-10001457,Papelaria,Paper,96.256
CA-2015-125136,28/09/2015,KD-16495,Corporate,Brasil,Arantina,Minas Gerais,OFF-PA-10001804,Papelaria,Paper,10.688
US-2017-131149,10/07/2017,LH-17155,Consumidor,Brasil,Tapera,Rio Grande do Sul,OFF-ST-10000689,Papelaria,Storage,338.04
US-2017-131149,10/07/2017,LH-17155,Consumidor,Brasil,Cabeceiras do Piauí,Piauí,OFF-AR-10002135,Papelaria,Art,154.24
CA-2018-101483,29/07/2018,AG-10675,Consumidor,Brasil,Celso Ramos,Santa Catarina,OFF-AP-10002082,Papelaria,Appliances,34.848
CA-2018-101483,29/07/2018,AG-10675,Consumidor,Brasil,Terra Santa,Pará,TEC-PH-10003442,Aparelhos,Phones,22.0
CA-2018-101483,29/07/2018,AG-10675,Consumidor,Brasil,Canas,São Paulo,OFF-AR-10002833,Papelaria,Art,4.368
CA-2016-130204,03/09/2016,DB-13120,Corporate,Brasil,Santa Tereza de Goiás,Goiás,OFF-ST-10001325,Papelaria,Storage,31.44
CA-2016-130204,03/09/2016,DB-13120,Corporate,Brasil,Bugre,Minas Gerais,TEC-AC-10003038,Aparelhos,Accessories,17.9
CA-2016-130204,03/09/2016,DB-13120,Corporate,Brasil,Herval,Rio Grande do Sul,TEC-AC-10003590,Aparelhos,Accessories,129.45
CA-2015-110527,09/08/2015,ED-13885,Home Office,Brasil,Presidente Nereu,Santa Catarina,OFF-LA-10000262,Papelaria,Labels,20.88
CA-2018-152807,30/10/2018,MC-18100,Consumidor,Brasil,Cotiporã,Rio Grande do Sul,OFF-PA-10004355,Papelaria,Paper,20.736
CA-2018-152807,30/10/2018,MC-18100,Consumidor,Brasil,Canguaretama,Rio Grande do Norte,FUR-FU-10004415,Decoração,Furnishings,7.168
CA-2018-152807,30/10/2018,MC-18100,Consumidor,Brasil,Santo Antônio do Descoberto,Goiás,OFF-ST-10002486,Papelaria,Storage,11.168
CA-2018-152807,30/10/2018,MC-18100,Consumidor,Brasil,Santa Lúcia,São Paulo,TEC-AC-10001142,Aparelhos,Accessories,442.4
CA-2015-133270,06/06/2015,BM-11785,Consumidor,Brasil,Várzea,Paraíba,OFF-AR-10002656,Papelaria,Art,13.36
CA-2017-155670,13/08/2017,EM-14065,Consumidor,Brasil,Itapiúna,Ceará,OFF-BI-10000138,Papelaria,Binders,11.232
CA-2017-155670,13/08/2017,EM-14065,Consumidor,Brasil,Coelho Neto,Maranhão,OFF-PA-10004947,Papelaria,Paper,10.272
US-2015-157406,25/04/2015,DA-13450,Home Office,Brasil,Coromandel,Minas Gerais,OFF-PA-10003543,Papelaria,Paper,10.368
US-2015-157406,25/04/2015,DA-13450,Home Office,Brasil,Palma,Minas Gerais,OFF-AR-10002221,Papelaria,Art,6.24
CA-2016-139094,22/11/2016,MO-17800,Home Office,Brasil,Itapissuma,Pernambuco,FUR-TA-10004607,Decoração,Tables,206.962
CA-2018-168837,14/10/2018,JW-15955,Consumidor,Brasil,Valparaíso de Goiás,Goiás,FUR-FU-10001918,Decoração,Furnishings,9.46
CA-2018-116715,02/12/2018,VW-21775,Corporate,Brasil,Santo Antônio das Missões,Rio Grande do Sul,OFF-ST-10004340,Papelaria,Storage,559.62
CA-2018-116715,02/12/2018,VW-21775,Corporate,Brasil,Massaranduba,Paraíba,OFF-PA-10004475,Papelaria,Paper,109.92
CA-2018-116715,02/12/2018,VW-21775,Corporate,Brasil,Campina do Simão,Paraná,OFF-PA-10003893,Papelaria,Paper,8.56
CA-2016-135622,08/12/2016,TT-21460,Home Office,Brasil,Berizal,Minas Gerais,OFF-PA-10000100,Papelaria,Paper,360.712
CA-2016-135622,08/12/2016,TT-21460,Home Office,Brasil,Liberato Salzano,Rio Grande do Sul,TEC-PH-10001817,Aparelhos,Phones,1718.4
US-2016-107349,13/07/2016,SL-20155,Home Office,Brasil,Passa Quatro,Minas Gerais,OFF-BI-10001765,Papelaria,Binders,41.568
CA-2015-139017,11/05/2015,RM-19375,Consumidor,Brasil,Petrolândia,Santa Catarina,TEC-AC-10001013,Aparelhos,Accessories,46.864
CA-2015-141817,05/01/2015,MB-18085,Consumidor,Brasil,Malacacheta,Minas Gerais,OFF-AR-10003478,Papelaria,Art,19.536
CA-2016-130785,05/09/2016,AG-10900,Consumidor,Brasil,Montividiu do Norte,Goiás,FUR-BO-10000330,Decoração,Bookcases,411.332
CA-2016-130785,05/09/2016,AG-10900,Consumidor,Brasil,Nossa Senhora de Nazaré,Piauí,OFF-BI-10001900,Papelaria,Binders,28.752
CA-2016-130785,05/09/2016,AG-10900,Consumidor,Brasil,Cariacica,Espírito Santo,FUR-BO-10003159,Decoração,Bookcases,293.199
CA-2017-110254,04/08/2017,ML-17755,Home Office,Brasil,Rurópolis,Pará,OFF-SU-10002573,Papelaria,Supplies,35.06
CA-2017-110254,04/08/2017,ML-17755,Home Office,Brasil,Bom Jesus do Itabapoana,Rio de Janeiro,OFF-LA-10004484,Papelaria,Labels,4.13
CA-2017-110254,04/08/2017,ML-17755,Home Office,Brasil,Saloá,Pernambuco,FUR-FU-10001591,Decoração,Furnishings,109.8
CA-2017-110254,04/08/2017,ML-17755,Home Office,Brasil,Ponto dos Volantes,Minas Gerais,OFF-LA-10002034,Papelaria,Labels,9.82
US-2015-158057,22/03/2015,CC-12685,Consumidor,Brasil,Patos do Piauí,Piauí,OFF-BI-10004410,Papelaria,Binders,7.644
US-2015-158057,22/03/2015,CC-12685,Consumidor,Brasil,Abaíra,Bahia,OFF-BI-10002735,Papelaria,Binders,51.465
CA-2018-146024,02/03/2018,SC-20770,Corporate,Brasil,Canápolis,Bahia,OFF-SU-10001935,Papelaria,Supplies,6.976
CA-2018-146024,02/03/2018,SC-20770,Corporate,Brasil,Belo Campo,Bahia,OFF-BI-10003291,Papelaria,Binders,12.222
CA-2017-129686,27/11/2017,GG-14650,Corporate,Brasil,Arapuá,Minas Gerais,OFF-ST-10004337,Papelaria,Storage,97.984
CA-2017-129686,27/11/2017,GG-14650,Corporate,Brasil,Álvaro de Carvalho,São Paulo,TEC-AC-10001266,Aparelhos,Accessories,62.4
CA-2015-118976,28/04/2015,MY-18295,Corporate,Brasil,Ubiretama,Rio Grande do Sul,OFF-BI-10001628,Papelaria,Binders,20.86
CA-2015-118976,28/04/2015,MY-18295,Corporate,Brasil,Alcinópolis,Mato Grosso do Sul,OFF-ST-10000877,Papelaria,Storage,497.61
CA-2015-118976,28/04/2015,MY-18295,Corporate,Brasil,Sertão,Rio Grande do Sul,OFF-AR-10004752,Papelaria,Art,5.34
CA-2015-118976,28/04/2015,MY-18295,Corporate,Brasil,Colômbia,São Paulo,OFF-LA-10000452,Papelaria,Labels,3.15
CA-2016-105347,24/11/2016,DP-13000,Consumidor,Brasil,Santa Bárbara do Tugúrio,Minas Gerais,OFF-PA-10000675,Papelaria,Paper,368.91
CA-2016-105347,24/11/2016,DP-13000,Consumidor,Brasil,Miradouro,Minas Gerais,OFF-AR-10003045,Papelaria,Art,14.7
CA-2017-124667,11/11/2017,BD-11770,Consumidor,Brasil,Plácido de Castro,Acre,TEC-AC-10003447,Aparelhos,Accessories,59.97
CA-2017-124667,11/11/2017,BD-11770,Consumidor,Brasil,Jacutinga,Rio Grande do Sul,OFF-ST-10002276,Papelaria,Storage,83.36
CA-2016-111094,09/07/2016,CB-12535,Corporate,Brasil,Caetanópolis,Minas Gerais,OFF-PA-10001609,Papelaria,Paper,6.58
CA-2016-111094,09/07/2016,CB-12535,Corporate,Brasil,Buritizal,São Paulo,OFF-BI-10001597,Papelaria,Binders,122.94
CA-2018-166317,22/09/2018,JE-15610,Corporate,Brasil,Belém do Brejo do Cruz,Paraíba,OFF-PA-10004475,Papelaria,Paper,219.84
CA-2018-166317,22/09/2018,JE-15610,Corporate,Brasil,Itiquira,Mato Grosso,TEC-AC-10004510,Aparelhos,Accessories,98.16
CA-2018-166317,22/09/2018,JE-15610,Corporate,Brasil,Araçariguama,São Paulo,OFF-BI-10002976,Papelaria,Binders,33.04
CA-2018-166317,22/09/2018,JE-15610,Corporate,Brasil,São José do Alegre,Minas Gerais,TEC-PH-10001615,Aparelhos,Phones,86.97
CA-2016-154326,15/02/2016,RP-19855,Corporate,Brasil,Parintins,Amazonas,TEC-PH-10001819,Aparelhos,Phones,134.97
CA-2016-154326,15/02/2016,RP-19855,Corporate,Brasil,Manoel Viana,Rio Grande do Sul,TEC-PH-10000560,Aparelhos,Phones,699.98
CA-2016-154326,15/02/2016,RP-19855,Corporate,Brasil,Gameleiras,Minas Gerais,TEC-AC-10004568,Aparelhos,Accessories,139.95
CA-2015-102008,30/09/2015,RA-19915,Consumidor,Brasil,Bebedouro,São Paulo,OFF-PA-10004092,Papelaria,Paper,48.94
CA-2015-120474,01/12/2015,RP-19390,Consumidor,Brasil,Santa Terezinha de Itaipu,Paraná,FUR-CH-10001854,Decoração,Chairs,2807.84
CA-2015-120474,01/12/2015,RP-19390,Consumidor,Brasil,Ipojuca,Pernambuco,OFF-AR-10000475,Papelaria,Art,46.64
CA-2015-104773,08/12/2015,TB-21175,Corporate,Brasil,São José do Jacuri,Minas Gerais,OFF-ST-10000777,Papelaria,Storage,60.416
CA-2017-140774,05/09/2017,BE-11455,Home Office,Brasil,Belmonte,Santa Catarina,OFF-AR-10004022,Papelaria,Art,107.94
US-2018-139465,27/08/2018,MR-17545,Home Office,Brasil,Cachoeira de Goiás,Goiás,OFF-ST-10002352,Papelaria,Storage,63.84
US-2018-139465,27/08/2018,MR-17545,Home Office,Brasil,Palmeira,Paraná,TEC-PH-10000455,Aparelhos,Phones,347.97
US-2018-139465,27/08/2018,MR-17545,Home Office,Brasil,São Domingos do Prata,Minas Gerais,OFF-BI-10003910,Papelaria,Binders,37.008
CA-2017-100965,07/07/2017,RM-19375,Consumidor,Brasil,Cuparaque,Minas Gerais,FUR-FU-10003039,Decoração,Furnishings,215.65
CA-2017-121034,08/08/2017,JF-15565,Consumidor,Brasil,Tubarão,Santa Catarina,OFF-FA-10000585,Papelaria,Fasteners,11.168
CA-2017-121034,08/08/2017,JF-15565,Consumidor,Brasil,Ibiaí,Minas Gerais,OFF-PA-10001994,Papelaria,Paper,53.952
CA-2017-149461,13/11/2017,AS-10135,Home Office,Brasil,Orós,Ceará,FUR-FU-10004270,Decoração,Furnishings,4.18
CA-2018-158379,22/09/2018,JA-15970,Consumidor,Brasil,Querência,Mato Grosso,OFF-BI-10002498,Papelaria,Binders,5.607
CA-2018-158379,22/09/2018,JA-15970,Consumidor,Brasil,Campo Alegre de Lourdes,Bahia,OFF-SU-10002881,Papelaria,Supplies,4663.736
CA-2018-158379,22/09/2018,JA-15970,Consumidor,Brasil,Terra Rica,Paraná,TEC-AC-10002926,Aparelhos,Accessories,79.984
US-2017-116729,25/12/2017,GK-14620,Corporate,Brasil,São Tomé,Paraná,TEC-PH-10002200,Aparelhos,Phones,2575.944
US-2017-116729,25/12/2017,GK-14620,Corporate,Brasil,Paraná,Rio Grande do Norte,OFF-PA-10002005,Papelaria,Paper,45.36
US-2017-116729,25/12/2017,GK-14620,Corporate,Brasil,Bom Sucesso,Paraíba,TEC-AC-10001465,Aparelhos,Accessories,254.24
CA-2017-164938,11/02/2017,PB-19210,Corporate,Brasil,Catarina,Ceará,TEC-PH-10004897,Aparelhos,Phones,69.93
CA-2017-165484,23/10/2017,HK-14890,Corporate,Brasil,Pereira Barreto,São Paulo,FUR-FU-10001196,Decoração,Furnishings,16.156
CA-2017-165484,23/10/2017,HK-14890,Corporate,Brasil,Pontalinda,São Paulo,OFF-PA-10000595,Papelaria,Paper,54.816
CA-2015-132612,09/06/2015,FO-14305,Consumidor,Brasil,Pacajá,Pará,FUR-TA-10004534,Decoração,Tables,1441.3
US-2018-161193,20/11/2018,BT-11680,Consumidor,Brasil,Arenópolis,Goiás,FUR-FU-10001861,Decoração,Furnishings,77.6
